sku;country;stock_flat;stock_atomic;last_update_flat;last_update_atomic;publication_status_atomic;publication_status_flat
H006010T 24;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006010T 26;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006017T 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006017T 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006017T 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006017T 20;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006017T 21;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006017T 22;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006017T 26;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006017T 30;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006018T 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006018T 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006018T 21;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006018T 24;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006018T 25;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006018T 26;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006018T 27;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006018T 29;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006018T 30;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006018T 32;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006020T 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006020T 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006020T 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006020T 17;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006020T 22;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006020T 24;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006020T 27;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006020T 30;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006020T 33;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006022T 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006022T 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006022T 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006022T 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006022T 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006022T 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006022T 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006022T 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006022T 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006023T 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006023T 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006023T 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006023T 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006023T 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006023T 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006023T 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006023T 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006023T 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006023T 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006026T 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006026T 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006026T 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006026T 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006026T 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006026T 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006026T 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006026T 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006026T 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006026T 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006049T 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006049T 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006049T 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006049T 18;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006049T 20;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006049T 21;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006049T 25;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006049T 27;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006049T 29;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006050T 21;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006050T 24;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006050T 25;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006050T 28;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006050T 30;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006050T 31;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006050T 32;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006050T 35;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006050T 39;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006050T 41;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006052T 22;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006052T 23;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006052T 26;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006052T 28;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006052T 29;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006052T 30;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006052T 34;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006052T 37;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006052T 39;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006052T 40;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006056T 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006056T 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006056T 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006056T 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006056T 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006056T 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006056T 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006056T 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006057T 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006057T 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006057T 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006057T 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006057T 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006057T 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006057T 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006057T 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006057T 18;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006075T 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006075T 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006075T 21;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006076T 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006076T 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006076T 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006076T 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006076T 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006076T 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006076T 25;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006077T 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006077T 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006077T 23;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006077T 24;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006077T 25;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006077T 29;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006077T 30;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006077T 32;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006077T 35;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006078T 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006078T 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006078T 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006078T 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006078T 20;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006078T 21;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006078T 23;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006078T 24;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006078T 25;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006078T 26;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006078T 28;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006092T 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006092T 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006092T 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006092T 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006092T 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006092T 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006092T 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006092T 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006093T 01;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006093T 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006093T 19;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006093T 23;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006093T 24;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006093T 26;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006093T 27;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006094T 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006094T 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006094T 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006094T 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006094T 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006094T 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006094T 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006094T 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006094T 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006103T 04;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006103T 05;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006103T 19;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006103T 27;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006103T 28;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006103T 37;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006103T 40;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006104T 05;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006104T 06;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006104T 07;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006104T 09;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006104T 10;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006104T 13;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006104T 15;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006104T 21;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006104T 23;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006104T 27;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006105T 01;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006105T 05;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006105T 09;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006105T 10;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006105T 14;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006105T 17;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006105T 22;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006105T 40;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006105T 41;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006125T 03;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006125T 21;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006125T 22;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006125T 23;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006125T 27;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006125T 28;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006125T 34;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006126T 01;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006126T 06;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006126T 12;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006126T 13;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006126T 14;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006127T 03;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006127T 05;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006127T 10;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006127T 25;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H006127T 31;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H007735T 17;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H007735T 26;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H007735T 27;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H007735T 28;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H007735T 31;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H007735T 32;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H008300G 00;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H008301G 00;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H011760CA89;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H013054S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H013054S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H013054S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H013259S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H013259S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H013259S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H019560CA34;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H021056Z;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H021063S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H025105FC00;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H026416CA34;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CA80;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CA89;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CA8V;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CAA5;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CABA;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CABB;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CAM3;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CAS7;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CAU5;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CAZV;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CAZW;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028175CAZX;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CA30;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CA3Q;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CA6C;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CA73;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CA7T;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CA89;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CA8V;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CA9J;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAA5;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAAX;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CABA;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CABB;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAM3;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAR2;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAS3;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAS7;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAU5;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAZT;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAZW;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAZX;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAZY;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028179CAZZ;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CA73;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CA7T;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CA80;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CA89;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CA8V;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CA9J;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CABA;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CAK4;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CAS3;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CAS7;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CAU5;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CAZR;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CAZW;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CAZX;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CAZY;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H028180CAZZ;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029266CAAE;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029266CAAF;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK18;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK2R;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK2Z;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK37;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK3P;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK3Z;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK6C;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK7W;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK89;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK8F;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK8V;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK93;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CK9J;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CKK1;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CKQ5;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CKR1;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CKR2;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CKS2;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CKS5;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CKT5;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H029812CKT7;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H030189T;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032347CA3Q;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032347CA7T;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032347CA89;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032347CA9D;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032347CA9I;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032347CAI9;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032347CAK4;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032347CAL3;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032347CAM3;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032347CAW0;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032347CAX9;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032782CA1Q;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032782CA7M;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032782CA89;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032782CA8V;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032782CA9U;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032782CAK4;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032782CAP9;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032782CAS4;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H032782CAT7;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
